id,student_id,course_id
8459fbc07e32ec92bd7b43d7df9bfa89,a6ae278c0eab719b3784e5ea147c128f,0770b1b039964228294f1f34b29fc2c1
a9d173142534e33ce39146017f9c6835,e24062de06d301937b3b3a8e383e3e21,bf27a4bf4ada4c756451703ea62a914f
da26551a71cd62bbab844e3e54af7f71,35a36d90b745992b59085c8d54a072e7,6e4837f0a65c68efbfdd0594d6774701
cda22f5fb5b5dcfad42b59b91b1938dc,37e8e8179295ae764524223086b0b568,abce125a877c2196a3bc7bfbc11b5fc5
5ead083521d7f2284a43290c743aa93b,37e8e8179295ae764524223086b0b568,17013cd19d25cb3f28dc1b2683721bb9
91e69e963ab09d27f1e86e6c7040f6d7,37e8e8179295ae764524223086b0b568,480d25ad36878fce09e7aada316ba1a6
d4764a2c6c9ea618e5245dc06eb291d0,fb10649db552c5f451bea45ed754d428,dad6f6ffc086caa89e2f40c28a9c7490
6d171296a6cabd64152798f1ee23149c,d15a188c90bb4d83957ac14de78fada4,e9bb9205eeed307ee7cbaa08bfd166c3
50341ee29270ec8132659e18e11586ae,d15a188c90bb4d83957ac14de78fada4,abce125a877c2196a3bc7bfbc11b5fc5
2d29d704deaeb4d3a7a4e60d98bbe4d1,d15a188c90bb4d83957ac14de78fada4,17013cd19d25cb3f28dc1b2683721bb9
c860a46dbc366e09b9a5196f7ac4afd8,d15a188c90bb4d83957ac14de78fada4,480d25ad36878fce09e7aada316ba1a6
0a628908cdcfa850923dfe848b7a308e,a59b13ce713813676ef3815673929254,6e4837f0a65c68efbfdd0594d6774701
f3c726996b3a28773ea09103f7d6b7a4,8627cb5274980048acb512ba5ce5462a,bf27a4bf4ada4c756451703ea62a914f
28e3c7e0d7245d45e063fa9571ddd85a,8627cb5274980048acb512ba5ce5462a,6e4837f0a65c68efbfdd0594d6774701
db2bbc3073d08ddbdd4e7f0ea3f9eeb8,85bad0fe9c2628e679b37c26c9f2de40,ac634845fb0350d0e9d49078aaa4b68f
a387ab916f402cb3fbfffd29f68fd0ce,768c2987a744c51ce64a5993a2a94eaf,c9fcb746d51e41bc5a217002d081454b
6407c290505e790e92207a1dbc41a2cd,768c2987a744c51ce64a5993a2a94eaf,dad6f6ffc086caa89e2f40c28a9c7490
c90ebe1431eac5cbb11692100b7a0f8d,768c2987a744c51ce64a5993a2a94eaf,e9bb9205eeed307ee7cbaa08bfd166c3
5767046d89ed7563a0c3a9a3896a23e6,768c2987a744c51ce64a5993a2a94eaf,04ba6d0b40670c43a209141fa01fa784
0a32530a2b8d641b38bf1fad179e4eba,e1d53456c97ea305287a8c6f944fdffb,dad6f6ffc086caa89e2f40c28a9c7490
cc5799c97826d79ac3ede2791daac00e,9dfc270466449081a82b19afd5fd44f4,0770b1b039964228294f1f34b29fc2c1
a97393fe164b448e7231c07d48c82f9e,f69e2707b7ba94d49ca03ea9ed52ea5d,bf27a4bf4ada4c756451703ea62a914f
e36d4ec6cfd0f8be7caa3882c6a94b0f,f69e2707b7ba94d49ca03ea9ed52ea5d,ac634845fb0350d0e9d49078aaa4b68f
0c1ed861119d882432573a34d0b70266,8d2f30168c595ec0d002caa3e5b9f419,abce125a877c2196a3bc7bfbc11b5fc5
8b58d03d545402bd2f3f137306b80ad5,8d2f30168c595ec0d002caa3e5b9f419,17013cd19d25cb3f28dc1b2683721bb9
c86e2a2dca1a596622b709d62db17400,8d2f30168c595ec0d002caa3e5b9f419,480d25ad36878fce09e7aada316ba1a6
9b6842a489821e4bbff0e37a05fe7358,19fcf882b59afea4bee9dd9da595eaee,17013cd19d25cb3f28dc1b2683721bb9
b1cbe233606651eaceb3ea319d397af5,19fcf882b59afea4bee9dd9da595eaee,abce125a877c2196a3bc7bfbc11b5fc5
3cd79468e1c5336964abb8bff6d6d0a6,19fcf882b59afea4bee9dd9da595eaee,dad6f6ffc086caa89e2f40c28a9c7490
83bf98a56eea10ae063944e4e9d2a360,19fcf882b59afea4bee9dd9da595eaee,480d25ad36878fce09e7aada316ba1a6
3aee90f2ed6da10df1c2b283a55e2434,19fcf882b59afea4bee9dd9da595eaee,bf27a4bf4ada4c756451703ea62a914f
2d0f54a3b13dac71dbb598e56bf86065,19fcf882b59afea4bee9dd9da595eaee,e9bb9205eeed307ee7cbaa08bfd166c3
14b83d8a98f846ff4c6b08c3f4677e05,fcd7b6853c2582372980dd6af56d3bdc,abce125a877c2196a3bc7bfbc11b5fc5
46dae25e2b7fba1f4d8dad9fd336f002,fcd7b6853c2582372980dd6af56d3bdc,04ba6d0b40670c43a209141fa01fa784
000962791295398b5ec7bc24f05269ac,fcd7b6853c2582372980dd6af56d3bdc,e3a0df907589d56692b5cb561fd90d87
4a1a15d00b5a8ff8a6e7513e086e68d0,fcd7b6853c2582372980dd6af56d3bdc,c9fcb746d51e41bc5a217002d081454b
b667f991ced01070440071e554be4117,afe6bbf91584cc338c111fe28a393c37,abce125a877c2196a3bc7bfbc11b5fc5
4461fd2454b248e4e260c640ca94344c,afe6bbf91584cc338c111fe28a393c37,e9bb9205eeed307ee7cbaa08bfd166c3
07152fb0828c285aee2b9bf5846a7e7e,afe6bbf91584cc338c111fe28a393c37,ccbab00e99b27f83369d6cc89d914ad6
ba32f7a661c277dbbda3acc87df41212,afe6bbf91584cc338c111fe28a393c37,480d25ad36878fce09e7aada316ba1a6
cb514efb10e088aeaed011eb34f2cc94,1cb6782ec04cc625b1b550574a791ef2,bf27a4bf4ada4c756451703ea62a914f
1827164206099f2c586ead2fc247d670,3600eeef0dd0a3bef09336e790c31ed0,bf27a4bf4ada4c756451703ea62a914f
3efa12e74cd124598b62079d6ce75aa3,d3e923c6cdfe46aa8dd99548d7d7c8ed,bf27a4bf4ada4c756451703ea62a914f
0499645efb0d761f27edd757c3f33421,26bdcbb33865eb48d9f476c4ed61e165,ac634845fb0350d0e9d49078aaa4b68f
7ecbcae1d7d5f29d749acb17ad14afe4,817208624ef783e0ab4ac98a08f97692,e9bb9205eeed307ee7cbaa08bfd166c3
301ff6dab40cf9608b861ae8f45b1480,b7fc6e2bb5f5a8ad10a0c35e834f38b2,0770b1b039964228294f1f34b29fc2c1
30c06b40ba6936e7da90989da18588f0,5b1edc400475db41233883e897483888,e3a0df907589d56692b5cb561fd90d87
3ba6382e2574f8d8cd4662f98867e69d,5b1edc400475db41233883e897483888,abce125a877c2196a3bc7bfbc11b5fc5
b4c8bc43d17669b0a617ac30a5097e8c,5b1edc400475db41233883e897483888,17013cd19d25cb3f28dc1b2683721bb9
cce45ced8f66b2b4432bdfbe04223168,5b1edc400475db41233883e897483888,480d25ad36878fce09e7aada316ba1a6
287a0ef515f4011877f559b8b25e0023,12f268f55937f8944e581af9cd410817,0770b1b039964228294f1f34b29fc2c1
246e761704634b1f0a9f4f09aebc7851,bed2fcfbd96c21dba83f209872457695,ac634845fb0350d0e9d49078aaa4b68f
1859ba2485aa0a16ead8e6ed1c2e6f69,52f2793fa7b157d8b69b4ea2c4b35196,dad6f6ffc086caa89e2f40c28a9c7490
bbc1a62374a1b9b00cdd885ec4df1330,b23f6c1299c79ffa54ecc046729bf083,bf27a4bf4ada4c756451703ea62a914f
2041e707f186990fef40d6e5d869ddf6,84d2010cc192eb3b4d73477cca78845b,dad6f6ffc086caa89e2f40c28a9c7490
fa080c68a1e76771f75f7a52a94765db,6a4fd577c65cbf1e3369bd3c4d01d74d,bf27a4bf4ada4c756451703ea62a914f
13c3d7f106c60f503744a016832550f3,e3a0b38701b37b3a7b404b1ce953201c,bf27a4bf4ada4c756451703ea62a914f
6b1cefb0ecdc2067e2284f13f44d7687,d6252c6255d5b535635402eecc48eb2a,bf27a4bf4ada4c756451703ea62a914f
3bbf34024ef5e73a38e720f009fa1480,d6252c6255d5b535635402eecc48eb2a,0770b1b039964228294f1f34b29fc2c1
fa00d4f20246f8b989e7faca7e0e6466,863a7740c5261521248bf83ae51cdcd6,abce125a877c2196a3bc7bfbc11b5fc5
